KODE,NAMA_PRODUK,LOKASI,QTY_STOK,UNIT,TAHUN
E0000085,ERMETHASONE 0.75,RAK1,10.0,STRIP,2023
E0000089,ERLAMOL SYR 60ML,ETL3A,5.0,BOTOL,2023
E00001,ELSIRON KAPT,ETL1,13.0,STRIP,2023
E0000100,ENBATIC SK 10gr,RAK3,5.0,TUBE,2023
E0000104,ERLAMOL 500MG TAB,ETL1,26.0,STRIP,2023
E0000106,EMPENG PIGEON MINILIGHT STEP 2,ETL5B,1.0,PCS,2023
E0000108,ERPEPSA SUSPENSI 100ML,RAK4,2.0,BOTOL,2023
E0000109,ERPHAMOL DROPS 15ML,ETL3A,3.0,BOTOL,2023
E0000110,ERPHAMOL SYR 60ML,ETL3A,3.0,BOTOL,2023
E0000112,ERPHAFLU TAB,ETL1,10.0,STRIP,2023
E0000113,ERPHAMAG KAPLET,ETL1,12.0,STRIP,2023
E0000114,ERPHAMOL TAB,ETL1,49.0,STRIP,2023
E0000116,ERPHAMOL FORTE TAB,ETL1,10.0,STRIP,2023
E0000117,EFISOL LOZENGES TAB,ETL5B,2.0,STRIP,2023
E0000120,ERSOLON TABLET,RAK1,9.0,STRIP,2023
E0000121,ERDOSTEIN DRY SYR 175MG 60ML,RAK4,2.0,BOTOL,2023
E0000122,EVER C 500 LEMON STRIP,ETL1,8.0,STRIP,2023
E0000123,ESEMAG 10ML SACHET,ETL1,35.0,SACHET,2023
E0000124,ERYRA FORTE TABLET,RAK1,10.0,STRIP,2023
E0000126,ERLA NEO HYDROCORT CR 5GR,RAK3,4.0,TUBE,2023
E0000127,EGOJI GUMMY BLACKCURRANT,ETL2,3.0,PCS,2023
E000020,ETABION,ETL1,11.0,STRIP,2023
E0000523,ERICFIL FILM,RAK2,7.0,PCS,2023
E0000524,EMTURNAS 500MG,ETL1,19.0,STRIP,2023
E0000525,EMTURNAS FORTE,ETL1,18.0,STRIP,2023
E0000526,ETAWALIN,ETL5A,3.0,BOX,2023
E0000527,ERPHAMAG 100'S TAB,ETL1,1.0,BOTOL,2023
E0000528,ERLAPUR 100MG,RAK1,9.0,STRIP,2023
E0000529,ESEMAG TABLET,ETL1,15.0,STRIP,2023
E0000530,ETAWA JAHE AMH SACHET,ETL2,18.0,SACHET,2023
E0000531,ETAWA JAHE BOX AMH,ETL2,3.0,BOX,2023
E000072,ERPHAFLAM TAB,RAK1,2.0,STRIP,2023
E000088,ENTRASOL ACTIVE VAN LATTE 160GR,ETL5A,3.0,BOX,2023
E000090,EMPENG RELIABLE STEP1,ETL5B,6.0,PCS,2023
E000092,ESTER C KIDS 30'S,ETL4,2.0,BOTOL,2023
E000093,ERICFIL 100MG,RAK1,8.0,TABLET,2023
E000105,ERLADERM-N CR,RAK3,3.0,TUBE,2023
E00013,EUCA INH,ETL2,1.0,PCS,2023
E000370,ETAMOX 500MG,RAK1,16.0,STRIP,2023
E000371,ETAMOX SYR,RAK4,3.0,BOTOL,2023
F00000001,FERMOL SYR 60ML,ETL3A,2.0,BOTOL,2023
F0000002,FARGOXIN,RAK1,6.0,STRIP,2023
F0000004,FARMOTEN 25MG,RAK1,8.0,STRIP,2023
F0000005,FATIGON,ETL1,10.0,STRIP,2023
F0000007,FATIGON SPIRIT,ETL1,15.0,STRIP,2023
F0000008,FEMINAX,ETL1,17.0,STRIP,2023
F0000009,FG TROCHES,RAK1,180.0,TABLET,2023
F00000091,FOLAMIL CAP 4'S,ETL5B,23.0,STRIP,2023
F0000011,FIESTA BANANA 3'S,ETL3B,2.0,BOX,2023
F0000013,FIESTA DOTTED 3'S,ETL3B,3.0,BOX,2023
F0000016,FIESTA STRAWBERRY 3'S,ETL3B,3.0,BOX,2023
F0000017,FIESTA ULTRA SAFE 3'S,ETL3B,2.0,BOX,2023
F0000018,FIESTA ULTRA THIN 3'S,ETL3B,2.0,BOX,2023
F0000020,FITKOM TAB ANGGUR,ETL4,3.0,BOTOL,2023
F0000021,FITKOM TAB JERUK,ETL4,5.0,BOTOL,2023
F0000022,FITKOM TAB STRAW,ETL4,5.0,BOTOL,2023
F0000023,FLUNARIZINE,RAK2,5.0,STRIP,2023
F0000024,FOLAVIT 400MG,ETL1,30.0,STRIP,2023
F0000025,FRESH CARE CITRUS,ETL2,20.0,BOTOL,2023
F0000026,FRESH CARE GREEN TEA,ETL2,12.0,BOTOL,2023
F0000027,FRESH CARE LAVENDER,ETL2,9.0,BOTOL,2023
F0000030,FRESH CARE STRONG,ETL2,16.0,BOTOL,2023
F0000031,FUNGIDERM 5 GR,ETL2,2.0,TUBE,2023
F0000036,FORUMEN TT,ETL2,3.0,BOTOL,2023
F0000038,FRUIT 18 JR,ETL5A,1.0,BOTOL,2023
F0000039,FUROSEMIDE 40 MG,RAK2,26.0,STRIP,2023
F0000040,FIESTA PARTY PACK 12'S,ETL3B,2.0,DUS,2023
F0000041,FIESTA DOTTED 12'S,ETL3B,2.0,DUS,2023
F0000042,FIESTA BLACK COFFE 3.S,ETL3B,1.0,DUS,2023
F0000043,FIESTA STRAW 12'S,ETL3B,2.0,DUS,2023
F0000044,FASIDOL,ETL1,30.0,STRIP,2023
F0000046,FASIDOL FORTE,ETL1,10.0,STRIP,2023
F0000050,FULADIC CR 5GR,RAK3,1.0,TUBE,2023
F0000054,FLUCADEX TAB,ETL1,26.0,STRIP,2023
F0000056,FLADYSTIN OVULA,KULKAS,15.0,SUPP,2023
F0000057,FASIDOL SYR,ETL3A,5.0,BOTOL,2023
F0000060,FUNGIDERM 10GR,ETL2,5.0,TUBE,2023
F0000072,FLUMIN,ETL1,15.0,STRIP,2023
F0000073,FLOXIFAR,RAK1,9.0,STRIP,2023
F0000074,FLUMIN SYR,ETL3A,4.0,BOTOL,2023
F0000075,FRESTEA 350ML,SC,4.0,BOTOL,2023
F0000078,FOLAVIT 4'S,ETL1,24.0,STRIP,2023
F0000079,FARSIFEN SYR,ETL3A,3.0,BOTOL,2023
F0000081,FARSIFEN 400MG TAB,RAK1,15.0,STRIP,2023
F0000085,FOLAMIL GENIO,ETL5A,3.0,BOTOL,2023
F0000086,FERMIA TAB,ETL1,20.0,STRIP,2023
F0000090,FOLAMIL GOLD,ETL5A,1.0,BOTOL,2023
F0000091,FAXIDEN 20MG,RAK1,20.0,STRIP,2023
F0000094,FARSIFEN 200MG,ETL1,3.0,STRIP,2023
F00001,FLOXIGRA 500MG,RAK1,11.0,STRIP,2023
F0000107,FLUTAMOL KAPLET,ETL1,13.0,STRIP,2023
F0000112,FLUNADIN TAB,ETL1,12.0,STRIP,2023
F0000116,FRESH CARE EUCALYPTUS PATCH,ETL2,2.0,PCS,2023
F0000117,FLUTAMOL SYR 60ML,ETL3A,4.0,BOTOL,2023
F0000118,FLUANZA SYR 60ML,ETL3A,5.0,BOTOL,2023
F0000119,FRESH CARE SPLASH FRUITY 10ML,ETL2,7.0,BOTOL,2023
F0000120,FRESH CARE PRESS & RELAX STRONG,ETL2,8.0,PCS,2023
F0000123,FLUCONAZOLE 150MG,RAK2,5.0,TABLET,2023
F0000124,FLUCADEX PE SYR,ETL3A,1.0,BOTOL,2023
F0000125,FEMINAX CAIR SACHET,ETL1,1.0,SACHET,2023
F0000126,FLASICOX 15MG,RAK1,3.0,STRIP,2023
F0000127,FLAMAR 25MG TAB,RAK1,7.0,STRIP,2023
F0000128,FASGO 500MG TAB,ETL1,14.0,STRIP,2023
F0000129,FASGO FORTE 650MG TAB,ETL1,8.0,STRIP,2023
F0000131,BEBIO TUMMY,ETL2,2.0,BOTOL,2023
F0000133,FASIDOL PLUS KAPL,ETL1,20.0,STRIP,2023
F0000134,FLUZA TAB,ETL1,9.0,STRIP,2023
F0000135,FULAZ TAB,ETL5B,5.0,STRIP,2023
F0000136,FLUZA DAY,ETL1,5.0,STRIP,2023
F0000137,FASFIT CDEZ,ETL1,5.0,STRIP,2023
F0000138,FRUIT FEEDER (BUAH),ETL5B,1.0,PCS,2023
F00002,FLAMAR 50MG TAB,RAK1,15.0,STRIP,2023
F0000244,FRESHCARE SMASH 8ML,ETL2,3.0,PCS,2023
F000036,FARIZOL KAPLET,RAK1,6.0,STRIP,2023
F000055,FLUCADEX SYR 60ML,ETL3A,4.0,BOTOL,2023
F000075,FASIDOL FORTE SYR,ETL3A,4.0,BOTOL,2023
F000076,FARNIREX,ETL1,9.0,STRIP,2023
F000077,FARSIFEN PLUS,ETL1,28.0,STRIP,2023
F000078,FASIDOL DROP,ETL3A,4.0,BOTOL,2023
F000079,IMBOOST KIDS TAB 21'S,ETL4,3.0,BOTOL,2023
F000082,FAXIDEN GEL 10GR,RAK3,2.0,TUBE,2023
F000083,FIESTA GRAPE 3'S,ETL3B,2.0,PCS,2023
F000085,FRESH CARE MKP,ETL2,5.0,FLS,2023
F000086,FIESTA DELAY 3'S,ETL3B,1.0,PCS,2023
F000091,FLUANZA KPT,ETL1,18.0,STRIP,2023
F000101,FENAREN 50MG TAB,RAK1,15.0,STRIP,2023
F000108,FLUTOP SYR,ETL3A,5.0,BOTOL,2023
F000125,FRESHCARE TOLAK ANGIN,ETL2,10.0,BOTOL,2023
G0000001,GANDAPURA LANG 30 ML,ETL2,9.0,BOTOL,2023
G0000002,GANDAPURA LANG 60 ML,ETL2,2.0,BOTOL,2023
G0000008,GELIGA CREAM 60GR,ETL2,4.0,TUBE,2023
G000001,GENTALEX CR,RAK3,3.0,TUBE,2023
G00000100,GUAIFENESIN 100MG,RAK2,14.0,STRIP,2023
G00000101,GREEN OIL 3ML,ETL2,1.0,BOTOL,2023
G00000105,GOOD DAY BTL,SC,7.0,BOTOL,2023
G0000015,GLUCOPHAGE 500MG,RAK1,80.0,TABLET,2023
G0000016,GLUDEPATIC 500MG,RAK1,20.0,STRIP,2023
G0000017,GOM,ETL2,25.0,BOTOL,2023
G0000018,GPU 30 ML,ETL2,12.0,BOTOL,2023
G0000019,GPU 60 ML,ETL2,12.0,BOTOL,2023
G0000023,GAMAT SAR 30,ETL2,3.0,BOTOL,2023
G0000025,GRAZEO,RAK1,49.0,STRIP,2023
G0000026,GENTAMICYN CR,RAK3,8.0,TUBE,2023
G0000027,GOMARS,ETL5A,8.0,DUS,2023
G0000028,GASTRUCID SYR,ETL1,5.0,BOTOL,2023
G0000029,GASTRUCID TAB,ETL1,18.0,STRIP,2023
G0000030,GAZERO,ETL1,110.0,SACHET,2023
G0000031,GENOINT SK,RAK3,3.0,TUBE,2023
G0000033,GENTIAN VIOLET,ETL2,68.0,BOTOL,2023
G0000038,GENALTEN CR 5GR,RAK3,7.0,TUBE,2023
G0000042,GRATHAZON 0.5,RAK1,63.0,STRIP,2023
G0000043,GUANISTREP SYR,ETL1,4.0,BOTOL,2023
G0000047,GRAFADON,ETL1,20.0,STRIP,2023
G0000049,GLUCOSAMINE 500MG,ETL1,8.0,STRIP,2023
G0000053,GPU KRIM 150GR,ETL2,3.0,POT,2023
G0000057,GRAFALIN 4MG,RAK1,21.0,STRIP,2023
G0000058,GRAFALIN 2MG,RAK1,15.0,STRIP,2023
G0000059,GLIMEPIRIDE 2MG,RAK2,44.0,STRIP,2023
G0000063,GINIFAR,RAK1,13.0,STRIP,2023
G0000068,GRANTUSIF TAB,RAK1,43.0,STRIP,2023
G0000070,GRAFACHLOR,RAK1,17.0,STRIP,2023
G0000077,GREEN OIL HERBAL 5ML,ETL2,1.0,PCS,2023
G0000080,GLIKOS 500MG,RAK1,30.0,STRIP,2023
G0000085,GRAFAMIC,RAK1,15.0,STRIP,2023
G0000086,GABAPETIN KAP 300MG,RAK2,4.0,STRIP,2023
G0000087,GITARAMIN,RAK1,6.0,STRIP,2023
G0000088,GENOINT SM,RAK4,5.0,TUBE,2023
G0000089,GASELA TAB,RAK1,15.0,STRIP,2023
G0000092,GPU KRIM 60GR,ETL2,2.0,PCS,2023
G0000094,CENDO GLAOPEN MD,RAK4,1.0,STRIP,2023
G0000097,GENOINT TM,RAK4,2.0,FLS,2023
G0000102,GLUCOSAMINE 250MG,ETL1,8.0,STRIP,2023
G0000103,GLIBENCLAMIDE BLISTER,RAK2,100.0,STRIP,2023
G0000105,GLIQUIDONE 30MG,RAK2,28.0,STRIP,2023
G0000118,GRAFADON FORTE TAB,ETL1,4.0,STRIP,2023
G0000119,GABAG KANTONG ASI 120ML,ETL5B,377.0,PCS,2023
G0000162,GLIMEPIRIDE 4MG,RAK2,12.0,STRIP,2023
G0000168,GREEN OIL 10ML,ETL2,1.0,BOTOL,2023
G0000169,GIZIDAT,ETL2,2.0,BOTOL,2023
G0000170,GLIMEPIRIDE 1MG,RAK2,10.0,STRIP,2023
G0000172,GRATHEOS TAB,RAK1,23.0,STRIP,2023
G0000173,GRAMAX,RAK2,3.0,TABLET,2023
G0000174,GRAFAZOL 500MG,RAK1,8.0,STRIP,2023
G0000175,GRAHABION TAB,ETL1,9.0,STRIP,2023
G0000176,GRAFADON SYR,ETL3A,3.0,BOTOL,2023
G0000177,GASTIN FORCE SYR 100ML,ETL1,1.0,BOTOL,2023
G000060,GLIMEPIRIDE 3MG,RAK2,12.0,STRIP,2023
G000061,GLIMEPIRIDE 3MG NOVEL,RAK2,5.0,STRIP,2023
G000070,GABUXIN,ETL2,11.0,BOTOL,2023
G000087,GABAPENTIN KAP 100MG,RAK2,24.0,STRIP,2023
G004,GELAS CUCI MATA,ETL3B,3.0,PCS,2023
H0000001,HANSAPLAST,ETL3B,921.0,PCS,2023
H0000002,HANSAPLAST ROL B,ETL3B,29.0,ROLL,2023
H0000003,HANSAPLAST ROL K,ETL3B,50.0,ROLL,2023
H0000004,HEMAVITON ACTION,ETL1,15.0,STRIP,2023
H0000005,HEMAVITON STAMINA,ETL1,15.0,STRIP,2023
H0000006,HEROCYN TALK 85G,ETL3B,7.0,BOTOL,2023
H0000007,HUFAGRIP BP,ETL3A,22.0,BOTOL,2023
H0000008,HUFAGRIP FLU,ETL3A,31.0,BOTOL,2023
H0000009,HUFAGRIP PILEK,ETL3A,13.0,BOTOL,2023
H0000010,HUFAGRIP TMP,ETL3A,7.0,BOTOL,2023
H0000011,HYPAFIX,ETL3B,10.0,ROLL,2023
H0000012,HABBATUSAUDA 120,ETL2,2.0,BOTOL,2023
H0000013,HUFAGRIP FORTE,ETL1,17.0,STRIP,2023
H0000015,HYDROCORTISON 2.5% BOX,RAK3,12.0,TUBE,2023
H0000016,HYPAFIX 5CMx5M,ETL3B,3.0,ROLL,2023
H0000018,HEROCYN TALK 150G,ETL3B,8.0,BOTOL,2023
H0000019,HISTIGO,RAK1,15.0,STRIP,2023
H0000020,HUKI NIPLE,ETL5B,3.0,PCS,2023
H0000022,HOTIN CREAM,ETL2,10.0,BOTOL,2023
H0000024,"HYDROCORTISON 2,5% TUBE",RAK3,24.0,TUBE,2023
H0000026,HABBATUSAUDA 210,ETL2,1.0,BOTOL,2023
H0000030,HUFAMAG PLUS TAB,ETL1,26.0,STRIP,2023
H0000032,HEROCYN BABY 200GR,ETL3B,3.0,BOTOL,2023
H0000034,HOTIN AROMATHERAPY 120ML,ETL2,2.0,BOTOL,2023
H0000035,HUFRALGIN,RAK1,7.0,STRIP,2023
H0000038,HEXOS,ETL2,6.0,SACHET,2023
H0000042,HOTIN CREAM TUBE 120GR,ETL2,3.0,TUBE,2023
H0000043,HOTIN CREAM TUBE 60GR,ETL2,5.0,TUBE,2023
H0000049,H BOOSTER,ETL3A,4.0,BOTOL,2023
H000005,HYDROCORTISON 0.1%,RAK3,5.0,TUBE,2023
H0000050,HUFAMAG SYR,ETL1,3.0,BOTOL,2023
H0000051,HOTIN AROMATHERAPY TUBE 60ML,ETL2,3.0,TUBE,2023
H0000052,HOTIN AROMATHERAPY TUBE 120,ETL2,3.0,TUBE,2023
H0000057,HOTIN CREAM 60 ML,ETL2,3.0,BOTOL,2023
H0000058,HOTIN AROMATHERAPY 60ML,ETL2,2.0,BOTOL,2023
H0000059,HERBAKOF SYR 60ML,ETL3A,6.0,BOTOL,2023
H0000060,HEMAVITON CARDIO,ETL5A,6.0,STRIP,2023
H0000061,HOTIN DCL 30GR,ETL2,3.0,TUBE,2023
H0000065,HOTIN DCL 60GR,ETL2,2.0,TUBE,2023
H0000067,HEROCYN BABY 100GR,ETL3B,9.0,BOTOL,2023
H0000068,HUFAGESIC SYR 60ML,ETL3A,3.0,BOTOL,2023
H0000069,HUFAGESIC,ETL1,20.0,STRIP,2023
H0000071,HANSAPLAST KOYO PANAS 10S,ETL2,6.0,SACHET,2023
H0000074,HANSAPLAST TRANSPARAN AMP,ETL3B,3.0,AMPLOP,2023
H0000077,HOTIN STRONG TUBE 60GR,ETL2,6.0,TUBE,2023
H0000079,HOTIN KOYO AROMTRPY,ETL2,14.0,PCS,2023
H000008,HOTIN STRONG BTL 60ML,ETL2,2.0,BOTOL,2023
H0000083,HUFANOXIL 500MG,RAK1,11.0,STRIP,2023
H0000084,HISTAPAN,RAK1,21.0,STRIP,2023
H0000092,HELIATECH SUNSCREEN SPF 45 30ML,ETL2,1.0,TUBE,2023
H0000095,HELIXIM TAB,RAK1,3.0,STRIP,2023
H0000098,HUFANEURON,ETL1,1.0,STRIP,2023
H0000099,HUFABION,ETL1,12.0,STRIP,2023
H0000100,HEEL-SOFT 20GR,ETL5B,1.0,TUBE,2023
H0000103,HONEYMON,SC,12.0,BOTOL,2023
H0000193,HUFAGESIC DROP,ETL3A,2.0,BOTOL,2023
H0000489,HOTIN STRONG TUBE 120GR,ETL2,2.0,TUBE,2023
H0000493,HEVIT-C 500MG,ETL5B,10.0,STRIP,2023
H0000494,HOLIMOX 500MG,RAK1,11.0,STRIP,2023
H0000495,HEMAVITON C1000,SC,1.0,BOTOL,2023
H0000500,HERBORIST MINYAK ZAITUN,ETL2,3.0,BOTOL,2023
H0000502,HAU FUNG SAN,ETL4,6.0,BOTOL,2023
H0000503,HEVIT C 1000MG,ETL1,12.0,STRIP,2023
H0000505,HUFAVICE TAB,ETL1,10.0,STRIP,2023
H0000507,HUFAGRIP BP DEWASA SYR,ETL3A,5.0,BOTOL,2023
H0000508,HERBORIST BODY LOTION ZAITUN,ETL5B,1.0,BOTOL,2023
H0000509,HELTISKIN CR 5GR,RAK3,2.0,TUBE,2023
H0000513,HESROID 500MG,ETL1,4.0,STRIP,2023
H0000514,HOTIN GO 100GR,ETL2,2.0,BOTOL,2023
H0000515,HOTIN GO STRONG 100GR,ETL2,2.0,BOTOL,2023
H0000516,HOLIMOX 125MG SYR 60ML,RAK4,2.0,BOTOL,2023
H0000517,HUFARIZINE TAB,ETL1,21.0,STRIP,2023
H0000518,HOTIN GO STRONG TUBE 50GR,ETL2,3.0,TUBE,2023
H0000519,HOTIN GO TUBE 50GR,ETL2,2.0,TUBE,2023
H0000520,HUFANOXYL DS 60ML,RAK4,3.0,BOTOL,2023
H0000521,H202 ONEMED 100ML,ETL3B,4.0,BOTOL,2023
H0000522,HALOWELL VIT E 200IU,ETL1,2.0,STRIP,2023
H0000523,HERPICLOF CR 5GR,RAK3,2.0,TUBE,2023
H0000524,HERBAPROS HERBAL,ETL2,1.0,BOTOL,2023
H0000525,HEEL SOFT 50GFR,ETL5B,1.0,TUBE,2023
H0000526,HANSAPLAST FUN BOX,ETL5B,75.0,PCS,2023
H0000527,HERBABLENO COUGH & FLU 100ML,ETL3B,1.0,BOTOL,2023
H000078,HOTIN STRONG BOTOL 120ML,ETL2,4.0,BOTOL,2023
H000080,HANSAPLAST SPRAY,ETL3B,1.0,BOTOL,2023
H000082,HUFADEXTAMIN TABLET,RAK1,20.0,STRIP,2023
H000092,HISTAKLOR 2MG,ETL1,12.0,STRIP,2023
H000094,HANSAPLAST FOOT PLASTER ENV 6'S,ETL3B,13.0,AMPLOP,2023
H000096,HANDRUB ANTISEPTIC 500ML,ETL3B,16.0,BOTOL,2023
H000099,HUFAXOL,RAK1,9.0,STRIP,2023
H000243,HUFAXOL SYR,RAK4,4.0,BOTOL,2023
H000244,HANASUI SPF 50,ETL2,1.0,TUBE,2023
H000245,HOLIKALK,ETL1,10.0,STRIP,2023
H000456,HUFALLERZIN EXP SYR,ETL3A,3.0,BOTOL,2023
H00457,HUFABETHAMIN SYR,RAK4,3.0,BOTOL,2023
I0000001,IBUPROFEN 400MG,RAK2,16.0,STRIP,2023
I0000004,IMBOOST,ETL1,80.0,TABLET,2023
I0000005,IMBOOST FORCE,ETL1,50.0,TABLET,2023
I00000067,IMBOOST EXTRA VIT.C D3 4'S,ETL1,4.0,STRIP,2023
I0000008,INERSON OINT 15G,RAK3,2.0,TUBE,2023
I0000009,INSTO REG,ETL2,12.0,BOTOL,2023
I0000010,INTERHISTIN,RAK1,470.0,TABLET,2023
I0000011,INTUNAL FORTE,ETL1,35.0,STRIP,2023
I0000012,INZA,ETL1,15.0,STRIP,2023
I0000013,INZANA,ETL1,16.0,STRIP,2023
I0000014,IPI A,ETL5B,5.0,BOTOL,2023
I0000015,IPI B KOMPLEX,ETL5B,8.0,BOTOL,2023
I0000016,IPI B12,ETL5B,5.0,BOTOL,2023
I0000017,IPI C,ETL5B,10.0,BOTOL,2023
I000002,ITAMOL TAB,ETL1,10.0,STRIP,2023
I0000020,IMBOOST FORCE SYR,ETL3A,3.0,BOTOL,2023
I0000022,ISOSORBIDE DINITRATE,RAK2,15.0,STRIP,2023
I0000027,IMBOOST SYR,ETL3A,5.0,BOTOL,2023
I0000028,INPEPSA 100 ML,RAK4,2.0,BOTOL,2023
I0000031,INFLASONE KAPLET,RAK1,38.0,STRIP,2023
I0000033,IPI B 1,ETL5B,6.0,BOTOL,2023
I0000043,INFALGIN,RAK1,12.0,STRIP,2023
I0000050,INTUNAL SYR 60ML,ETL3A,9.0,BOTOL,2023
I0000053,INAMID TAB,RAK1,10.0,STRIP,2023
I0000055,ITRAMOL SYR 60ML,ETL3A,3.0,BOTOL,2023
I0000056,ITRABAT SYR 100ML,ETL3A,5.0,BOTOL,2023
I0000058,IFREE,ETL5B,9.0,BOX,2023
I0000059,IMBOOST EFFERVESCENT JRK,ETL3A,3.0,BOTOL,2023
I0000061,INSTO DRY EYES,ETL2,7.0,BOTOL,2023
I0000062,IMBOOST EFFERVESCENT JERUK 2'S,ETL1,9.0,STRIP,2023
I0000065,IPI C 90'S,ETL5B,12.0,BOTOL,2023
I0000066,IPI D3 1000,ETL5B,2.0,BOTOL,2023
I0000067,IMODIAR 2MG TAB,RAK1,13.0,STRIP,2023
I0000068,IMBOOST EXTRA VIT C & VIT D 8'S,ETL1,3.0,STRIP,2023
I0000069,IMBOOST FORCE ULTIMATE 30'S,ETL1,37.0,TABLET,2023
I0000070,IMUFORCE TAB,ETL1,27.0,STRIP,2023
I0000071,INSTO COOL,ETL2,10.0,BOTOL,2023
I0000073,IFARSYL PLUS SYR 60ML,ETL3A,7.0,BOTOL,2023
I0000074,INCIDAL OD CAPS NEW 4'S,ETL1,11.0,STRIP,2023
I0000075,INFUSAN RL OTSUKA 500ML,RAK4,26.0,BOTOL,2023
I0000076,IMBOOST TAB 4S,ETL1,4.0,STRIP,2023
I0000077,IMBOOST FORCE COUGH KIDS SYR 60ML,ETL4,1.0,BOTOL,2023
I000059,IMBOOST F COUGH 30'S,ETL1,30.0,TABLET,2023
I000060,IMBOOST COUGH SYR 60ML,ETL4,2.0,BOTOL,2023
I000062,IFARSYL TAB,ETL1,10.0,STRIP,2023
I000067,IPI E,ETL5B,3.0,BOTOL,2023
I000073,IMBOOST BONE EFF 2'S,ETL1,6.0,STRIP,2023
I00032,INFUSET DWS,ETL3B,3.0,PCS,2023
I00068,IPI MINERAL ZINC PLUS,ETL5B,10.0,BOTOL,2023
J0000001,JESSCOOL,ETL4,5.0,PCS,2023
J0000015,JATI CINA TUBRUK,ETL2,4.0,BKS,2023
J0000017,JOINT MAX,ETL1,3.0,STRIP,2023
J0000020,JOHNSONS POWDER 100GR,ETL3B,4.0,BOTOL,2023
J0000024,JOHNSONS POWDER 150GR,ETL3B,8.0,BOTOL,2023
J0000027,AMH JAHE MERAH RENTENG,ETL5B,8.0,SACHET,2023
J0000030,JF SULFUR DERMAMED 90GR,ETL5B,3.0,PCS,2023
J0000032,JARUM INSULIN MICROFINE UNGU 31X5,MEJA,41.0,PCS,2023
J0000033,JF SULFUR ANTI ACNE 65GR,ETL5B,4.0,PCS,2023
J0000034,JARUM INSULIN MICROFINE HIJAU 32X4,MEJA,48.0,PCS,2023
J0000035,JAMKORAT,ETL2,1.0,BOTOL,2023
J000005,JUS MADU,SC,12.0,BOTOL,2023
K0000002,KALCINOL-N CR 5G,RAK3,6.0,TUBE,2023
K00000029,KOMIX KIDS OBH PE,ETL1,58.0,PCS,2023
K0000003,"KALMETHASONE 0,5MG",RAK1,70.0,TABLET,2023
K0000004,KALNEX 500MG,RAK1,180.0,TABLET,2023
K0000006,KALPANAX KRIM,ETL2,16.0,TUBE,2023
K0000007,KANDISTATIN DROP SUSP 12ML,RAK4,3.0,BOTOL,2023
K0000008,KADITIC,RAK1,240.0,TABLET,2023
K0000009,KAPSIDA,ETL5B,12.0,BOTOL,2023
K0000010,KAPSUL TUNTAS,ETL5B,7.0,BOX,2023
K0000012,KB ANDALAN,RAK4,113.0,STRIP,2023
K0000013,KENALOG IN ORABASE 5G,RAK3,2.0,TUBE,2023
K0000014,KETOCONAZOLE 2% CR,RAK3,12.0,TUBE,2023
K0000015,KETOMED CR 15G,RAK3,4.0,TUBE,2023
K0000016,KETOMED SHAMPO,RAK4,2.0,BOTOL,2023
K0000017,KETOPROFEN 50MG,RAK2,5.0,STRIP,2023
K0000019,KINOKI,ETL5B,20.0,PCS,2023
K0000021,KLODERMA CR 10G,RAK3,11.0,TUBE,2023
K0000022,KLODERMA CR 5G,RAK3,5.0,TUBE,2023
K0000023,KLODERMA OINT 10G,RAK3,2.0,TUBE,2023
K0000024,KLODERMA OINT 5G,RAK3,6.0,TUBE,2023
K0000025,KOMIX JAHE,ETL1,29.0,SACHET,2023
K0000026,KOMIX JERUK NIPIS,ETL1,60.0,SACHET,2023
K0000029,KOMIX OBH,ETL1,44.0,SACHET,2023
K0000030,KOMIX PEPPERMINT,ETL1,23.0,SACHET,2023
K0000032,KONICARE M.TELON PLUS 60ML,ETL2,2.0,BOTOL,2023
K0000033,KONIDIN,ETL1,74.0,STRIP,2023
K0000038,KAPAS 250 GR BIRU,ETL5B,2.0,BAL,2023
K0000046,KASSA STERIL CAHAYA,ETL3B,110.0,DUS,2023
K0000055,KANA,ETL2,3.0,TUBE,2023
K0000056,KAKAK TUA,ETL2,2.0,BOTOL,2023
K0000058,KONICARE M.TELON 60ML,ETL2,2.0,BOTOL,2023
K0000059,KONICARE M. KAYU PUTIH 60ML,ETL2,2.0,BOTOL,2023
K0000060,KEJIBELING IKONG,ETL1,14.0,STRIP,2023
K0000064,KETOCONAZOLE TAB,RAK2,17.0,STRIP,2023
K0000065,KALIUM DIKLOFENAK 50MG,RAK2,12.0,STRIP,2023
K0000066,KLORFESON CR,RAK3,9.0,TUBE,2023
K0000069,KAPAS GULUNG 50GR,ETL5B,4.0,PCS,2023
K0000071,KOTAK P3K DINDING,ETL4,2.0,PCS,2023
K0000072,KAFLAM TAB 50MG,RAK1,30.0,TABLET,2023
K0000073,KOOL FEVER BABY,ETL5B,24.0,SACHET,2023
K0000074,KOOL FEVER KID,ETL5B,15.0,SACHET,2023
K0000077,KONICARE M.TELON PLUS 125ML,ETL2,3.0,BOTOL,2023
K0000080,KANA WHITE 30GR,ETL2,2.0,TUBE,2023
K0000081,KANA 30GR,ETL2,3.0,TUBE,2023
K0000082,KAPSUL 0,LOKER,840.0,KAPSUL,2023
K0000084,KOYO CABE,ETL2,3.0,SACHET,2023
K0000085,KONIDIN OBH,ETL1,19.0,SACHET,2023
K0000086,KONICARE BABY DIAPER 60G,ETL2,2.0,TUBE,2023
